text,video,start,end,Chunk_hate,Hate_Label
" Stick it back, get out and I'll blow it.",hate_video_37,107.36,109.36,1,1
 And the NAACP can't win it white and stick with nigger hatin' me.,hate_video_37,109.88,115.54,1,1
 Nigger hatin' me.,hate_video_37,116.98,118.18,1,1
 Nigger hatin' me.,hate_video_37,119.5,120.68,1,1
 Nigger hatin' me.,hate_video_37,122.0,123.18,1,1
 Nigger hatin' me Nigger hatin' me Nigger hatin' me,hate_video_37,124.5,126.0,1,1
 Nigger hatin' me,hate_video_37,126.0,128.0,1,1
 Nigger hatin' me,hate_video_37,128.0,130.0,1,1
 Nigger hatin' me,hate_video_37,130.0,132.0,1,1
 Nigger hatin' me,hate_video_37,132.0,134.0,1,1
 Nigger hatin' me,hate_video_37,134.0,136.0,1,1
 Nigger hatin' me,hate_video_37,136.0,138.0,1,1
 Nigger hatin' me,hate_video_37,138.0,140.0,1,1
 Nigger hatin' me,hate_video_37,140.0,142.0,1,1
 Nigger hatin' me,hate_video_37,142.0,144.0,1,1
 Nigger hatin' me Nigger hatin' me Nigger hatin' me I'd understand what love was all about She said I could have the keys,hate_video_37,144.0,148.92,1,1
 She was moving out,hate_video_37,148.92,151.62,1,1
 Said she'd find and found a man,hate_video_37,151.62,157.4,1,1
 Whose dick was so much bigger,hate_video_37,157.4,159.98,1,1
 And then that scumbag motherfucker,hate_video_37,159.98,164.06,1,1
 Ran off with a nigger,hate_video_37,164.06,166.76,1,1
 And to think I ate the pussy,hate_video_37,166.76,170.18,1,1
 Where that big black dick had been,hate_video_37,170.18,173.44,1,1
 And kissed the lips,hate_video_37,173.44,175.94,1,1
 Sucked him off,hate_video_37,175.94,177.84,1,1
 Time and time again,hate_video_37,177.84,180.34,1,1
 It's enough to make a man throw up,hate_video_37,180.34,184.46,1,1
 Sure is hard to figure,hate_video_37,184.46,187.16,1,1
 How any Nissan girl,hate_video_37,187.16,190.48,1,1
 Could ever fuck a crazy nigger,hate_video_37,190.48,193.88,1,1
 He treated her just like a queen,hate_video_37,203.88,208.02,1,1
 Gave him all my money,hate_video_37,208.02,210.74,1,1
 It looks like jokes on me,hate_video_37,210.74,215.0,1,1
 But I don't think it's funny,hate_video_37,215.0,217.5,1,1
 That pussy ain't worth paying for,hate_video_37,217.5,223.4,1,1
 As far as I can figure.,hate_video_37,223.4,226.1,1,1
 Cause there's nothing quite as worthless as a white girl with a nigger.,hate_video_37,226.74,232.8,1,1
 And to think I'd hate the pussy for that big black dick he'd been.,hate_video_37,233.64,239.5,1,1
" And kiss the lips, suck him off time and time again",hate_video_37,239.5,246.54,1,1
" It's enough to make a man throw up, sure is hard to figure",hate_video_37,246.54,253.1,1,1
 How any decent girl could ever fuck a goddamn nigger,hate_video_37,253.1,259.84,1,1
" So for all you nigger loving whores, this song is just for you.",hate_video_37,259.84,266.62,1,1
 Life is like a nigger here in Old Knicks. I hate fucking niggers. N and they can't do taxes!,hate_video_38,2.86,25.22,1,1
 Niggers!,hate_video_38,25.76,26.24,1,1
 Niggers are so dumb and they are also poor!,hate_video_38,27.3,30.84,1,1
 Niggers!,hate_video_38,31.18,31.74,1,1
 Look at niggers!,hate_video_38,32.78,34.04,1,1
" They're trying to raise money, but they can't cause they spend all their money!",hate_video_38,34.28,38.3,1,1
 They're niggers and they're so fucking niggers!,hate_video_38,38.64,41.6,1,1
 I hate them!,hate_video_38,41.9,42.72,1,1
 Nigger to niggers don't know how to do anything without chicken!,hate_video_38,43.08,49.0,1,1
 Niggers like watermelon and chicken!,hate_video_38,49.0,53.0,1,1
 Niggers!,hate_video_38,53.0,54.0,1,1
 Niggers are so stupid and they're niggers!,hate_video_38,54.0,58.0,1,1
 Woo-woo!,hate_video_38,58.0,59.0,1,1
 NIGGERS!,hate_video_38,59.0,61.0,1,1
" Gonna catch me a nigga, gonna put him in the van",hate_video_39,21.0,23.92,1,1
 Take him to the forest to meet the clan,hate_video_39,23.92,26.46,1,1
 Give him two minutes to run away,hate_video_39,26.46,29.02,1,1
" Lay off my gun, I'm gonna fly him away",hate_video_39,29.02,31.66,1,1
" Kung Han, know where to run",hate_video_39,31.66,34.32,1,1
" Kung Han, the time has come",hate_video_39,34.32,37.02,1,1
" Kung Han, I'll make him pay",hate_video_39,37.02,39.66,1,1
" Kung Han, blam away He's swinging through the trees, he's trying to get away",hate_video_39,39.66,55.52,1,1
" For the sins of his race, gonna make him fight",hate_video_39,55.52,58.14,1,1
" Fuck with us, I know I'll pay him back",hate_video_39,58.14,60.7,1,1
" No nigga lover here, gonna cut you no slack",hate_video_39,60.7,63.48,1,1
 Koolhaan Nowhere to run,hate_video_39,63.48,66.0,1,1
 Kung Ha! Your time has come,hate_video_39,66.0,68.0,1,1
 Kung Ha! I'll make him pay,hate_video_39,68.0,71.0,1,1
 Kung Ha! Blame away,hate_video_39,71.0,74.0,1,1
 Kung Ha!,hate_video_39,84.0,85.78,1,1
 Nowhere to run,hate_video_39,86.2,87.38,1,1
 Kung Ha!,hate_video_39,87.38,88.54,1,1
 Your time has come,hate_video_39,88.76,90.04,1,1
 Kung Ha!,hate_video_39,90.04,91.12,1,1
 I'll make him pay,hate_video_39,91.44,92.68,1,1
 Kung Ha!,hate_video_39,92.68,93.84,1,1
 Fly him away!,hate_video_39,94.26,95.52,1,1
" He's hiding in a bush with nowhere to go Fully in the head, puttin' into his show",hate_video_39,108.82,111.36,1,1
 Shallow grave on the side of the hill,hate_video_39,111.36,113.98,1,1
 One less thing for us to kill,hate_video_39,113.98,116.78,1,1
" Kung Han, nowhere to run",hate_video_39,116.78,119.42,1,1
" Kung Han, your time has come",hate_video_39,119.42,122.08,1,1
" Kung Han, I'll make him pay",hate_video_39,122.08,124.68,1,1
" Kung Han, fly him away Cronhart, your time has come. Cronhart, I'll make it by.",hate_video_39,124.68,125.08,1,1
" Cronhart, blame away! you",hate_video_39,150.5,152.021,0,1
" Hello, I'm Johnny Rebel. For a long time we've listened to these niggers pitch a fit about their hard times and civil rights linked at the pits.",hate_video_40,0.36,9.1,1,1
 So I think I'll take me an imaginary trip and try to be a nigger for a day.,hate_video_40,9.54,15.06,1,1
" If I could be a nigger for a day, I could live my life the free and easy way.",hate_video_40,16.54,24.24,1,1
 I'd take from Uncle Sam and let the white man pay,hate_video_40,24.7,27.9,1,1
 If I could be a nigger for a day,hate_video_40,27.9,31.22,1,1
" Now for one whole day, a nigger I could be",hate_video_40,31.22,36.06,1,1
 The first thing I'd do is join the NAACP,hate_video_40,36.06,39.62,1,1
 And I'd let Kwesi and Fumé do my thinking for me,hate_video_40,39.62,43.42,1,1
 If I could be a nigger for a day.,hate_video_40,43.42,46.74,1,1
" Now I wouldn't want to work, cause I wouldn't have to.",hate_video_40,47.66,51.04,1,1
" Guess what I'd do next, boy? You shouldn't need a clue.",hate_video_40,51.78,54.72,1,1
 I'd go down to social services like all the brothers do.,hate_video_40,55.28,58.66,1,1
 If I could be a nigger for a day.,hate_video_40,59.46,62.34,1,1
" Oh, if I could be a nigger for a day, Oh, if I could be a nigger for a day,",hate_video_40,63.1,67.6,1,1
 I could live my life the free and easy way.,hate_video_40,67.6,71.44,1,1
" I'd take from Uncle Sam and let the white man pay,",hate_video_40,71.44,75.46,1,1
 If I could be a nigger for a day.,hate_video_40,75.46,79.26,1,1
" Now when I'd sit down in that office, the office of welfare,",hate_video_40,79.26,83.1,1,1
" I'd get food stamps, a medical card, and free child",hate_video_40,83.1,86.1,1,1
 care for all the ill-dentimate kids that I've got scattered everywhere. If I could be a nigger for,hate_video_40,86.1,92.92,1,1
" a day, now I'd have plenty of time, so I'd hang out with a mob, and I'd consume a little dope,",hate_video_40,92.92,100.36,1,1
 or find a good place to rob. Now that would make me self-employed and I wouldn't,hate_video_40,100.86,105.24,1,1
" even need a job. If I could be a nigger for a day, oh if I could be a nigger for a day,",hate_video_40,105.24,112.92,1,1
 I could live my life the free and easy way. I'd take from Uncle Sam and let the white,hate_video_40,114.2,120.7,1,1
 man pay. If I could be a nigger for a day,hate_video_40,120.7,125.0,1,1
 And when I'd need something I'd steal it So I wouldn't have to buy it,hate_video_40,125.0,130.0,1,1
 And if the cops would apprehend me You know that I'd deny it,hate_video_40,130.0,133.0,1,1
 And I could call Jesse or Al They'd come start a riot,hate_video_40,133.0,137.0,1,1
 If I could be a nigger for a day But I can't be a nigger,hate_video_40,137.0,143.0,1,1
 And I don't really have to be cuz Coon let me tell you it's plain,hate_video_40,143.0,148.0,1,1
 and simple to see that if I was you for a day then I'd be taken from me so I don't wanna be,hate_video_40,148.0,154.4,1,1
" a nigger for a day I don't wanna be a nigger for a day I don't wanna live the free and easy way I'll struggle long and struggle hard, but that's okay",hate_video_40,154.4,168.48,1,1
 Cause I'll never be a nigger for a day,hate_video_40,168.48,171.98,1,1
" No, I'll never be a nigger for a day you",hate_video_40,189.4,191.12,0,1
" L.B.J. was a-flying one morning over South Louisiana, feeling forlorn.",hate_video_41,6.0,8.16,0,1
" Then he looks down below, and what does he see?",hate_video_41,8.24,11.08,0,1
 Two Cajuns pulling a nigger on skis.,hate_video_41,11.38,14.08,1,1
" So he lands and says, thanks for helping you, your black brother.",hate_video_41,14.14,16.98,1,1
" And them two Cajuns looked at each other, said he might be smart, but I'll tell you something.",hate_video_41,17.28,22.84,1,1
" He don't know a thing about alligator hunting. Oh, Wop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, whop, A richer man traveling down to the south Stopped in Mississippi to get a tooth pulled out",hate_video_41,23.12,45.86,1,1
 And when he paid the doctor the charge is due,hate_video_41,45.86,48.86,1,1
" He said, my nigger chauffeur's got a bad tooth too",hate_video_41,48.86,51.84,1,1
" Well, I pulled it to the doctor, but you better not holler",hate_video_41,51.84,54.92,1,1
 Cause I've had to charge you two hundred dollars,hate_video_41,54.92,57.94,1,1
 Cause here in Mississippi can't open his mouth,hate_video_41,57.94,60.78,1,1
 Or have to go through his bottom to get the thing out,hate_video_41,60.78,64.02,1,1
" Oh, whop, bop, bam, bam, who likes a nigger? wop, bop, bam, bam, who likes a nigger?",hate_video_41,64.02,66.96,1,1
" Wop, bop, bam, bam, who likes a nigger?",hate_video_41,67.26,69.94,1,1
" Wop, bop, bam, bam, who likes a nigger?",hate_video_41,70.3,72.96,1,1
" And the hatin' everybody is a donkey, about as much between",hate_video_41,73.08,94.82,1,1
" A ape and a monkey, one's a little bigger, but you gotta agree",hate_video_41,94.82,99.22,1,1
 There's not very much more that you can see,hate_video_41,99.22,102.34,1,1
 But a mule learns his living by the sweat of his neck,hate_video_41,102.34,105.36,1,1
 While a nigger sits down to the government chick,hate_video_41,105.36,108.36,1,1
 A nigger should be smarter as a general rule,hate_video_41,108.36,111.34,1,1
" But in a spelling contest, I'd pick a mule",hate_video_41,111.34,114.6,1,1
" Oh, wop, wop, bam, bam, who likes a nigger?",hate_video_41,114.6,117.6,1,1
" Wop, wop, bam, bam, who likes a nigger?",hate_video_41,117.98,120.58,1,1
" Wop, wop, bam, bam, who likes a nigger?",hate_video_41,120.98,123.54,1,1
 And the hatin' everybody is a-gettin' much bigger.,hate_video_41,123.66,126.62,1,1
" A wretched man travelin' down through the south, stopped in Mississippi to get a tooth pulled out.",hate_video_41,128.84,134.7,1,1
" And when he paid the doctor the charge is due, he said, my nigger, chauffeur's got a bad tooth too.",hate_video_41,134.78,140.64,1,1
" Well, a bullet said the doc, but you better not holler, cause I'll have to charge you two hundred dollars. Cause here in Mississippi can't open his mouth, I'll have to go through his bottom to get the thing out.",hate_video_41,140.82,152.88,1,1
" Oh, whop, bop, bam, bam, who likes a nigger? Whop, bop, bam, bam, who likes a nigger? Whop, bop, bam, bam, who likes a nigger? And the hatin' everybody is a-getin' much bigger.",hate_video_41,152.88,179.08,1,1
 There ain't much difference between a nigger and a don't about as much between an ape and a monkey.,hate_video_41,183.72,185.32,1,1
" One's a little bigger, but you gotta agree, there's not very much more that you can see.",hate_video_41,185.6,191.2,1,1
" But a mule learned his living by the sweat of his neck, while a nigger sits down, calls a government chick.",hate_video_41,191.34,197.22,1,1
" A nigger should be smarter as a general rule, but in a spelling contest, I'd pick a mule.",hate_video_41,197.22,203.46,1,1
" Oh, wop, wop, bam, bam, who likes a nigger? Wop, wop, bam, bam, who likes a nigger?",hate_video_41,203.58,206.46,1,1
" Wop, wop, bam, bam, who likes a nigger?",hate_video_41,206.76,209.5,1,1
" Wop, wop, bam, bam, who likes a nigger?",hate_video_41,209.88,212.52,1,1
 And the hatin' everybody is a-getin' much bigger,hate_video_41,212.64,215.62,1,1
 I'm okay fuck this I'm on blog TV with my fucking hands up I'm not starting my,hate_video_42,0.42,7.08,0,1
 fucking self you fucking stupid bitch this stupid fucking justice all,hate_video_42,7.08,12.6,1,1
 fucking righteous fucking nigger Alex is doing this shit you fucking nigger I,hate_video_42,12.6,19.0,1,1
 swear to fucking god I'm gonna find out yo everybody type of the chat Alex is a,hate_video_42,19.0,23.78,1,1
" stupid nigger just type of the chat Alex is a stupid nigger. Just type in the chat, Alex is a stupid nigger. Fuckin'. Fuckin'. Yeah, but Scott, Scott, beer guy was sent to jail after being harassed in the chat by numerous people calling him a cracker and a honky over and over",hate_video_42,23.78,46.36,1,1
 again not one mod banned these people all right he was being harassed he was,hate_video_42,46.36,52.06,0,1
 picked they were picking on his race and when kazoo did it he responded with the,hate_video_42,52.06,58.66,1,1
 word nigger and got sent to jail he was unjustly sent to jail. It's the definition of harassment.,hate_video_42,58.66,67.5,1,1
" He shouldn't be in jail, Scott.",hate_video_42,69.0,70.88,0,1
" In fact, you know what?",hate_video_42,71.02,71.88,0,1
 I am moving all of Maine right now to jail.,hate_video_42,71.96,75.36,0,1
 We're all going to jail.,hate_video_42,75.64,76.66,0,1
 We'll come back to Maine,hate_video_42,76.66,78.06,0,1
 and make sure we poop all you faggots off.,hate_video_42,78.06,80.3,0,1
 The only way you're getting true airtime,hate_video_42,80.64,82.4,0,1
 is by camming up in jail.,hate_video_42,82.4,84.42,0,1
" See you there, bitches.",hate_video_42,84.76,85.66,0,1
 Oh,hate_video_43,0.88,2.0,0,1
 What is it? 44405 JK 40405 JK. Thank you,hate_video_43,10.0,14.32,1,1
" 44405 JK You can't rash me, buddy. Hello, sir.",hate_video_43,16.0,25.0,1,1
" Hey guys, he's been rash with me. Get him out of here.",hate_video_43,25.0,28.0,1,1
" No violence, sir. No violence. No violence. No violence.",hate_video_43,33.0,36.0,1,1
 I just got hit by one of them and I didn't do anything.,hate_video_43,36.0,39.0,1,1
 That's alright. You can kill me. You can kill me.,hate_video_43,39.0,42.0,1,1
 Your mother should have swallowed you. Your mother should have swallowed you.,hate_video_43,42.0,46.0,1,1
 You should have been an abortion.,hate_video_43,46.0,48.0,1,1
 You're a piece of shit.,hate_video_43,50.0,52.0,1,1
 Go back to your mama's face.,hate_video_43,52.0,54.0,1,1
" That's it, go ahead and get some breast milk from your mommy.",hate_video_43,54.0,56.0,1,1
 You nigga lover.,hate_video_43,56.0,58.0,1,1
 What's the last time I hear?,hate_video_44,25.7,1.8,1,1
 What's the last time I hear?,hate_video_44,1.8,2.0,1,1
 What's the last time I hear?,hate_video_44,2.0,3.0,1,1
 What's the last time I hear?,hate_video_44,3.0,4.0,1,1
 MLK Day came and passed I wish this coddling wouldn't fast,hate_video_44,29.48,34.36,1,1
 Wake me up when nigger month ends,hate_video_44,34.36,40.14,1,1
 Decades and civil rights have passed,hate_video_44,40.14,47.84,1,1
" They still want gifts, they always act",hate_video_44,47.84,52.72,1,1
 Wake me up when nigger muds in,hate_video_44,52.72,58.82,1,1
 On the news there's coots again,hate_video_44,58.82,66.28,1,1
 Most are behind bars,hate_video_44,66.28,70.02,1,1
 Rest sleep till noon again,hate_video_44,70.02,75.46,1,1
 Human isn't what they are,hate_video_44,75.46,79.38,1,1
 When will this pandering rest,hate_video_44,79.38,84.38,1,1
 The segregation makes me stressed.,hate_video_44,84.38,89.36,1,1
 Wake me up when nigger mud ends. I wish this time wouldn't pass,hate_video_44,89.36,121.2,1,1
 Wake me up,hate_video_44,121.2,123.26,1,1
 One day I'm not a man. Wake me up when you ever stand,hate_video_44,123.26,145.18,1,1
 On the news there's music and,hate_video_44,145.18,153.24,1,1
 More stars in my stars,hate_video_44,153.24,156.68,1,1
" It's just me, Tim, in a band",hate_video_44,156.68,162.18,1,1
 Human is what they are.,hate_video_44,162.18,166.36,1,1
" We not dim crow again, like we did at sweetly sin.",hate_video_44,167.36,175.8,1,1
" Wake me up, when they get my bed. La parte del February has come and passed",hate_video_44,175.8,223.86,1,1
 The native love can never last.,hate_video_44,223.86,228.64,1,1
" Wake me up, when they're ever there.",hate_video_44,229.26,234.26,1,1
 Let it send civil rights and passed Fascinating is a class,hate_video_44,238.28,246.9,1,1
 Wake me up when big of a dance,hate_video_44,246.9,252.62,1,1
 Wake me up when big of a dance,hate_video_44,252.62,261.76,1,1
" Wake me up, when they get myself Субтитры создавал DimaTorzok",hate_video_44,293.0,296.337,0,1
" The Great God You got bad credit, Robert. Removing an evil nigger's spirit from a Negro is as hard as removing a stink from a hunk of shit.",hate_video_45,22.8,27.52,1,1
 We must use these tools that the great God has given us to fight niggers.,hate_video_45,27.64,31.88,1,1
" A whip, a nuke, a knife's dick, a brand and iron.",hate_video_45,32.14,36.4,1,1
 These things strike fear into a nigger's heart.,hate_video_45,36.96,39.56,1,1
 A job application.,hate_video_45,39.74,41.16,1,1
 Avoid conversation with the nigger.,hate_video_45,41.64,43.68,1,1
 The nigger will lie. The nigger will lie.,hate_video_45,44.52,45.58,1,1
 The nigger will make excuses.,hate_video_45,46.08,47.6,1,1
 He will use words he don't really know.,hate_video_45,48.16,50.36,1,1
" If he gets really desperate, he may start to rap or dance.",hate_video_45,50.52,54.6,1,1
 You all testicles and no shaft.,hate_video_45,55.7,59.22,1,1
" Oh, yeah.",hate_video_45,59.38,60.04,1,1
" What happened to your shaft, Robin?",hate_video_45,60.06,61.02,1,1
 There is powerful niggerdry at work here.,hate_video_45,61.02,63.8,1,1
 Who in the hell are you?,hate_video_45,65.74,67.24,1,1
" Nigga, my name is Reverend Father Uncle Ruckus.",hate_video_45,67.38,71.16,1,1
 No relation.,hate_video_45,71.48,72.12,1,1
" In the name of white Jesus and all great white men who have come thereafter,",hate_video_45,72.62,76.8,1,1
 I command our black nigga soul back to the depths of hell.,hate_video_45,77.04,81.16,1,1
" Is that all you got, nigga? Oh, no, nigga. That's just the tip of this",hate_video_45,84.02,88.84,1,1
" ice, buddy. Breathe, nigga. Breathe. Now, Robert, now. Just hit him with anything. Come on.",hate_video_45,88.84,101.72,1,1
 Everybody join in. Use your power for hand that's what this,hate_video_45,101.98,106.08,1,1
 has repeat after me to hold it free get your black ass out of here,hate_video_45,106.08,113.12,1,1
 Keep going!,hate_video_45,130.0,130.729,0,1
 ah,hate_video_47,0.0,2.0,0,1
 Yeah,hate_video_47,2.0,4.0,0,1
" Stop resisting dude Yeah Okay, okay! I'm on the ground! No! No! No!",hate_video_47,24.0,45.0,0,1
 No!,hate_video_47,45.0,46.0,0,1
 I'm okay!,hate_video_47,46.0,48.0,0,1
" Okay, okay!",hate_video_47,48.0,49.0,0,1
 Yeah!,hate_video_47,49.0,50.0,0,1
 Get up!,hate_video_47,50.0,52.0,0,1
" Okay, okay!",hate_video_47,52.0,54.0,0,1
 I'm on the ground!,hate_video_47,54.0,56.0,0,1
 No!,hate_video_47,56.0,57.0,0,1
 No!,hate_video_47,57.0,58.0,0,1
 No!,hate_video_47,58.0,59.0,0,1
 No!,hate_video_47,59.0,60.0,0,1
 No!,hate_video_47,60.0,61.0,0,1
 No!,hate_video_47,61.0,62.0,0,1
 No!,hate_video_47,62.0,63.0,0,1
 No!,hate_video_47,63.0,64.0,0,1
 He's under arrest! He's under arrest! I'm your arrest!,hate_video_47,64.0,67.0,0,1
 What do you think of white power?,hate_video_48,0.0,2.0,0,1
 You're horrible.,hate_video_48,2.0,4.0,0,1
 Yeah?,hate_video_48,4.0,6.0,0,1
 Don't move.,hate_video_48,6.0,8.0,0,1
 Don't move.,hate_video_48,8.0,10.0,0,1
 Alright?,hate_video_48,10.0,12.0,0,1
 I've got you right where I want you.,hate_video_48,12.0,16.0,0,1
 Alright?,hate_video_48,16.0,18.0,0,1
 What's up?,hate_video_48,18.0,20.0,0,1
 Thank you.,hate_video_48,20.0,22.0,0,1
 Oh!,hate_video_48,26.0,28.0,0,1
 Talk.,hate_video_49,0.0,2.0,1,1
 Nigger.,hate_video_49,2.0,3.0,1,1
 Shut the fuck up.,hate_video_49,3.0,4.0,1,1
 Are you a nigger?,hate_video_49,4.0,6.0,1,1
 Are you a bitch?,hate_video_49,6.0,7.0,1,1
 Are you a nigger?,hate_video_49,7.0,8.0,1,1
 Are you a bitch?,hate_video_49,8.0,9.0,1,1
 Are you a sand nigger?,hate_video_49,9.0,11.0,1,1
" I'll smack you little balls, nigger.",hate_video_49,11.0,13.0,1,1
 Camel jockey?,hate_video_49,13.0,15.0,1,1
" I guess you're not smart enough to solve one of my riddles, huh?",hate_video_49,15.0,19.0,1,1
 I guess I'm a fucking ass.,hate_video_49,19.0,22.0,1,1
" Wow, those braces look really fucking shitty, Metal Mouth.",hate_video_49,22.0,25.46,1,1
 How old are you to have those fucking teeth?,hate_video_49,28.54,30.88,1,1
" What are you, 18, 17 years old?",hate_video_49,31.96,34.12,1,1
 I don't know if you have that fucking big ass.,hate_video_49,34.14,35.56,1,1
" Yeah, who cut that line in your...",hate_video_49,35.56,38.12,1,1
 You gotta get up your ass face with some big ass glasses.,hate_video_49,38.12,40.8,1,1
" Look at yourself, nigga.",hate_video_49,40.8,42.22,1,1
 Who cut that line in your eyebrow?,hate_video_49,42.74,44.74,1,1
 Is that the line in the eyebrow that shows the other faggots in the prison that you want to take it up the ass?,hate_video_49,44.94,50.54,1,1
 What is it?,hate_video_49,51.28,51.82,1,1
 What is it?,hate_video_49,51.84,52.44,1,1
 What is it?,hate_video_49,52.8,53.5,1,1
 This or this?,hate_video_49,54.72,55.7,1,1
 This thing?,hate_video_49,56.0,56.3,1,1
 Yeah does that mean that you take it up the ass when you're on the prison yard?,hate_video_49,56.44,59.52,1,1
 No that means I'll fucking fuck you up though nigga.,hate_video_49,60.38,62.56,1,1
 Are you sure?,hate_video_49,62.72,63.34,1,1
 I mean I see a lot of people with that thing on.,hate_video_49,63.46,65.86,1,1
 It looks pretty gay.,hate_video_49,65.92,66.98,1,1
" Yeah, just like you.",hate_video_49,68.14,69.08,1,1
" It's pretty, uh...",hate_video_49,70.32,71.9,1,1
 Look at this nigga.,hate_video_49,71.9,73.4,1,1
" Uh, I hate niggers.",hate_video_49,75.54,76.92,1,1
 And I hate Jews.,hate_video_49,77.26,78.6,1,1
" Man, it's just a white asshole, nigga.",hate_video_49,79.32,80.86,1,1
 White power.,hate_video_49,81.14,81.78,0,1
" Nigga, I'll take tissue right now.",hate_video_49,82.72,83.98,0,1
 You're what?,hate_video_49,84.18,84.7,0,1
 I don't know.,hate_video_49,86.8,88.02,0,1
 Thank you. Thank you.,hate_video_50,29.94,99.9,0,1
 Shiiiiiiit.,hate_video_51,29.98,4.0,0,1
" They call him balls, ballin' niggas.",hate_video_51,6.0,10.0,1,1
 They rode into a white man's town.,hate_video_51,10.0,13.0,1,1
 Bringing black man's lawn.,hate_video_51,21.0,23.0,1,1
 He's black. Fred Williamson is false nigger. sheriff,hate_video_51,23.0,47.0,1,1
" Take your filthy black hands off me, nigger!",hate_video_51,67.64,68.08,1,1
" He just locked up the bank, President!",hate_video_51,70.34,72.16,1,1
 You all have been so lost.,hate_video_51,74.34,77.4,1,1
" Part legend, part devil.",hate_video_51,79.54,80.3,1,1
 All man.,hate_video_51,81.4,84.2,1,1
" Good morning, gentlemen. It's just a satisfying curiosity.",hate_video_51,86.04,86.68,1,1
" Good morning, gentlemen.",hate_video_51,87.5,87.84,1,1
 It's my pleasure to tell you what it's all about.,hate_video_51,89.78,90.32,1,1
" Well, it's morning, I'll recognize.",hate_video_51,92.26,92.86,1,1
 We never discuss business while we're 18.,hate_video_51,96.0,98.52,1,1
 I've never talked like that.,hate_video_51,100.2,101.1,1,1
 I've been wanting to say that to somebody for eight years.,hate_video_51,104.08,104.48,1,1
 My slave master said that to me once.,hate_video_51,106.68,107.0,1,1
 It sounded so pretty I never forgot it.,hate_video_51,108.88,112.02,1,1
" He's not that nigga, let's go!",hate_video_51,114.0,119.74,1,1
 He ain't leaving this town till it's New Jet Clayton.,hate_video_51,123.0,126.0,1,1
" Wait, we have some dead, Boss Nigga.",hate_video_51,129.0,130.0,1,1
" Do your heart, his deputy. They call him Boss. They call him Boss.",hate_video_51,133.0,136.0,1,1
 Boss Nigga. He's so bad.,hate_video_51,137.0,140.0,1,1
 They call him Boss. They call him Boss.,hate_video_51,141.0,144.0,1,1
 Boss Nigga. They call him boss. They call him boss. Boss nigga.,hate_video_51,145.58,148.98,1,1
 She. She.,hate_video_51,149.62,150.36,1,1
 She.,hate_video_51,150.94,151.36,0,1
 She.,hate_video_51,151.94,152.32,0,1
 She.,hate_video_51,152.86,153.28,0,1
" Oh look, another nigger. We're getting on a roll tonight. There's so many fucking of these fucking blacks, these black monkeys running around.",hate_video_53,0.0,7.16,1,1
 Holy shit. I thought all of you niggers were out fucking rioting. What happened? Are you recording it?,hate_video_53,7.6,13.68,1,1
 You're a black nigger and so is your friend.,hate_video_53,16.24,18.26,1,1
 Yeah? Give me a monkey dance. Give me a monkey dance. Give me a monkey dance.,hate_video_53,19.76,25.36,1,1
" Come on, monkey.",hate_video_53,26.36,27.3,1,1
 Come on.,hate_video_53,27.46,27.84,1,1
" Come on, monkey.",hate_video_53,28.16,28.8,1,1
 Yeah?,hate_video_53,32.2,32.64,0,1
 You think so?,hate_video_53,32.98,33.68,0,1
" You think so, huh?",hate_video_53,34.2,34.92,0,1
 How about if I just fucking shoot you?,hate_video_53,36.6,38.42,0,1
 How about if I just shoot you?,hate_video_53,42.2,43.96,0,1
 Look at this lady. He's a wannabe joker you're a dick sucker you're a black nigger,hate_video_53,48.38,51.72,1,1
 okay and what are you trying to point?,hate_video_53,51.72,55.72,1,1
 my point is you've already lost in the game we call life,hate_video_53,55.72,58.92,1,1
 you're a black nigger no you know I'm doing better than you in life right now,hate_video_53,58.92,63.92,1,1
" you're sitting there with makeup on as trying to be joker no you're not you're a nigger. No. You know, I'm doing better than you in life right now. You're sitting there with makeup on as trying to be Joker.",hate_video_53,63.92,66.46,0,1
" No, you're not.",hate_video_53,66.62,67.12,1,1
 You're a nigger.,hate_video_53,67.2,67.6,1,1
 You're getting no pussy.,hate_video_53,68.72,69.6,0,1
 You're getting no pussy.,hate_video_53,70.0,70.34,0,1
" Come on, give me a monkey dance.",hate_video_53,71.86,73.04,1,1
" Come on, come on, come on.",hate_video_53,73.16,73.68,1,1
 You get pussy?,hate_video_53,73.96,74.96,1,1
 You get pussy?,hate_video_53,75.34,75.66,1,1
 Uh-uh.,hate_video_53,75.66,75.96,1,1
 Ooga booga?,hate_video_53,76.32,76.76,1,1
